id,MW,cLogP,HBD,HBA,RotB,charge
CHEMBL97162,368.4120000000002,3.6308000000000016,1,6,4,0
CHEMBL345294,306.18800000000005,4.197400000000001,1,4,2,0
CHEMBL155278,306.39400000000006,4.478720000000003,2,5,2,0
CHEMBL539822,407.72400000000005,5.354600000000002,2,5,2,0
CHEMBL356850,356.24800000000005,5.350600000000002,1,4,2,0
CHEMBL357367,338.43600000000004,4.168900000000002,3,6,2,0
CHEMBL151593,403.305,4.5413000000000014,3,6,2,0
CHEMBL153573,389.2530000000001,5.071900000000001,2,5,2,0
CHEMBL357570,463.37600000000015,5.920100000000004,3,6,4,0
CHEMBL6195771,375.6570000000001,5.039000000000002,2,3,2,0
CHEMBL358934,431.3590000000001,5.390900000000002,3,6,3,0
CHEMBL540590,437.7060000000001,5.680600000000002,1,6,3,0
CHEMBL555921,422.73500000000007,5.781000000000003,1,5,3,0
CHEMBL545541,331.80300000000005,3.6809000000000025,1,5,5,0
CHEMBL541586,335.766,3.9515000000000025,1,5,4,0
CHEMBL540068,352.22100000000006,4.465800000000002,1,5,4,0
CHEMBL135853,316.7440000000001,4.0927000000000024,0,5,4,0
CHEMBL555201,333.77500000000003,3.518000000000002,2,6,4,0
CHEMBL542484,317.776,3.8124000000000025,1,5,4,0
CHEMBL135902,332.8120000000001,4.451600000000003,0,5,4,0
CHEMBL542729,377.82800000000015,3.8296000000000032,1,7,6,0
CHEMBL555321,292.16900000000004,4.4486000000000026,1,3,2,0
CHEMBL56505,450.89800000000037,2.8399000000000014,3,8,11,0
CHEMBL56802,295.3420000000001,3.6990200000000026,1,5,4,0
CHEMBL57990,404.8730000000003,4.5050000000000034,1,6,8,0
CHEMBL294395,478.95200000000017,4.148100000000002,1,8,13,0
CHEMBL301018,333.7500000000001,4.183100000000002,1,5,4,0
CHEMBL7917,315.7600000000001,4.044000000000002,1,5,4,0
CHEMBL299672,430.9110000000004,5.039200000000005,1,6,8,0
CHEMBL1788321,462.9090000000004,3.246400000000002,2,8,8,0
CHEMBL7827,288.68600000000004,3.524600000000001,2,4,1,0
CHEMBL56936,433.9150000000003,3.704500000000002,2,7,10,0
CHEMBL60826,443.8660000000002,3.810900000000002,2,8,8,0
CHEMBL440453,301.72900000000004,3.9750000000000014,2,4,2,0
CHEMBL14699,432.8830000000004,3.885500000000003,1,7,7,0
CHEMBL281300,393.244,4.737080000000002,2,4,4,0
CHEMBL56912,420.8720000000001,3.7893000000000017,2,7,10,0
CHEMBL55425,432.9270000000002,5.285200000000005,1,6,10,0
CHEMBL31276,451.3280000000001,4.063880000000002,2,6,6,0
CHEMBL56027,450.8980000000003,2.886200000000001,4,8,10,0
CHEMBL294034,413.8400000000002,4.450000000000003,1,7,7,0
CHEMBL7866,373.79200000000014,3.209100000000002,1,6,4,0
CHEMBL30973,450.34000000000003,4.668880000000003,2,5,6,0
CHEMBL293090,376.8190000000001,3.772700000000002,2,6,7,0
CHEMBL56142,430.9110000000004,5.039200000000005,1,6,7,0
CHEMBL293064,418.90000000000015,4.895100000000004,1,6,9,0
CHEMBL56502,392.8180000000002,2.8729000000000005,3,7,7,0
CHEMBL291514,444.93800000000044,5.429300000000005,1,6,8,0
CHEMBL1744086,462.9090000000004,3.246400000000002,2,8,8,0
CHEMBL57759,390.84600000000023,4.114900000000003,1,6,7,0
CHEMBL300791,445.9260000000004,3.8007000000000026,1,7,7,0
CHEMBL57892,418.90000000000026,4.941400000000003,2,6,7,0
CHEMBL57758,416.88400000000036,4.649100000000003,1,6,7,0
CHEMBL56266,406.8450000000001,3.1336000000000013,3,7,8,0
CHEMBL266995,287.702,3.6720000000000024,3,4,1,0
CHEMBL299893,480.9240000000004,2.2008000000000005,4,9,12,0
CHEMBL30432,395.47,4.232400000000002,1,7,5,0
CHEMBL76432,342.4270000000001,5.583200000000002,2,4,3,0
CHEMBL312818,465.5860000000001,6.0152000000000045,2,7,8,0
CHEMBL80540,482.6570000000003,5.183000000000004,4,6,8,0
CHEMBL312753,372.4530000000001,5.075500000000003,3,5,4,0
CHEMBL80809,456.5750000000001,4.808900000000003,4,6,8,0
CHEMBL310740,414.5340000000001,5.270100000000003,4,5,7,0
CHEMBL308498,443.5760000000001,5.443700000000003,4,6,7,0
CHEMBL78018,371.46900000000005,5.041900000000003,3,5,4,0
CHEMBL421326,458.58700000000016,5.286700000000004,4,6,10,0
CHEMBL56543,294.31,2.32118,3,4,4,0
