name,molecule_chembl_id,smiles,max_phase,best_pchembl,best_standard_nM,activity_types,source,zinc_id,replicate
,,C[C@@H]1CN(C(=O)C2CC(C)(C)C2)[C@@H]1C(=O)Nc1ccccc1CCO,,,,,,ZINCpu00000tAh2d,1
,,C[C@H]1CN(C2CC2)CCN1Cc1c(-c2n[nH]cc2Cl)ncn1C,,,,,,ZINCnr00000otW7f,1
,,C[C@@H]1CN(C(=O)C2=CCCCC2)[C@@H]1C(=O)Nc1ccc(N(C)C)nc1,,,,,,ZINCpu00000tAh2e,1
,,COC(=O)C12CCC(C(=O)N[C@@H]3CN(C)CC34CC4)(CC1)NC2,,,,,,ZINCn800001A3JgU,1
,,CCOC(=O)[C@H](NC(=O)[C@@H]1[C@@H]2C[C@H]2[C@H]2C[C@H]21)[C@@H]1CCOC1,,,,,,ZINClf000007ehLu,1
,,COC(=O)[C@@]12CC[C@@](C(=O)Nc3cccc(F)c3OC)(CN1)C2,,,,,,ZINCnk00001A3Jgg,1
,,C[C@H](CC(=O)NC[C@H](O)C(=O)NCC1(CCO)CCC1)C(C)(C)C,,,,,,ZINCoi00000sIKbX,1
,,C[C@H](CCCNC(=O)C(F)=CC1CC1)NC(=O)c1cncc(C#N)c1,,,,,,ZINCps00000iFAHR,1
,,CSCC[C@H](C)NC(=O)[C@H]1C[C@@H](N=[N+]=[N-])CN1C(=O)c1sccc1Cl,,,,,,ZINCpF00000sZ5At,1
,,CO[C@H](C(=O)N(Cc1ccccn1)C[C@]1(Cl)CC1(F)F)C(C)C,,,,,,ZINCnA00000sYn7D,1
,,CC#CC[C@H](C)Nc1cc(N2CC[C@@H](c3ccnn3C)C2)nc(C)n1,,,,,,ZINCpx00000xEMWQ,1
,,CO[C@H](C(=O)N(Cc1ccc(C)nc1)CC1(C)CC1)C1CCC1,,,,,,ZINCnD00000sYn7J,1
,,C[C@H]1CN(C(=S)NC(=O)C2CCOCC2)CC[C@@H]1NC(=O)C(F)(F)F,,,,,,ZINCpi00001BNeRH,1
,,COC(=O)[C@@]12CC[C@@](C(=O)N=c3cnn(CC4CC4)[nH]3)(CN1)C2,,,,,,ZINCn900001A3Jgn,1
,,CC(C)C(=O)C(=O)N1CC2=C(CN(C(=O)C=CCN3CCCC3)C2)C1,,,,,,ZINCpe000015KlaI,1
,,CCOC(=O)[C@H](F)CCNC(=O)[C@](C)(NC(C)=O)C(C)C,,,,,,ZINClf000007ehEp,1
,,CO[C@H](C(=O)N(Cc1ccccn1)C[C@@]1(C)C[C@H]1C)C1(C)CC1,,,,,,ZINCnC00000sYn7B,1
,,CO[C@@H](CC1CC1)C(=O)N[C@H]1C[C@H]1CNC(=O)CCCC(C)(C)C,,,,,,ZINCow00000pgLsJ,1
,,CC/C=C\CN=c1[nH]c(N2Cc3c[nH]nc3C(C)(C)C2)nc(=N)[nH]1,,,,,,ZINCoo00000t7H2m,1
,,CC[C@H](C(N)=O)N(C)Cc1cccc(Br)c1OCC(C)(C)O,,,,,,ZINCms000000Az4i,1
,,C[C@@H]1CN2CCC[C@@H]2CN1Cc1cccc(-c2nc(=N)s[nH]2)c1,,,,,,ZINCnu00000otW76,1
,,C[C@H](CC(=O)NC[C@@H](O)C(=O)NC1(CO)CCCC1)CC(C)(C)C,,,,,,ZINCoj00000sIKbU,1
,,CC(C)(CCN=c1[nH]c(N2CC=C(CO)CC2)nc(=N)[nH]1)C1CC1,,,,,,ZINCoo00000t7H2v,1
,,C#CC[C@H](O)C(=O)NCCCCC(=O)N1CC(C(C)(C)C)C1,,,,,,ZINCmh00000wZXmQ,1
,,C[C@@H]1CN(C(=O)N[C@@H]2CCON(C(=O)OC(C)(C)C)C2)CC(F)(F)O1,,,,,,ZINCpp00001BNeR6,1
,,CC1(C)C[C@H](CN(CCCC[C@@H]2CCCO2)C(=O)[C@@H]2C[C@@H]2F)CO1,,,,,,ZINCoD00000t65jX,1
,,CC[C@H](C)C=CC(=O)N1CC[C@@](CF)(C(=O)NCc2ccoc2C)C1,,,,,,ZINCpz00000xA6fB,1
,,C/C=C/C=C/C(=O)N(C)CC1CN(C(=O)Cc2cccnc2Cl)C1,,,,,,ZINCot00000ib7xB,1
,,CC1(C)C[C@@H](CN(CC(C)(C)C(F)F)C(=O)Cn2ccnc2)CO1,,,,,,ZINCoy00000t65jV,1
,,C[C@@H]1CN(C(=O)N[C@H]2C[C@H]3C[C@H]2C[C@@]3(O)C(F)(F)F)CC2(COC2)O1,,,,,,ZINCpi00001BNeR1,1
,,CN1C[C@@H](C(=O)O)N(C(=O)c2nc3cc(Br)ccc3n2C)CC1=O,,,,,,ZINCod00000HbAas,1
,,CC(C)(C)OC(=O)N1CC2(C[C@H](NCC(=O)N3CCOCC3)CO2)C1,,,,,,ZINCp8000015KlaC,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](C(=O)N2CCO[C@@H]3C[C@H](C)[C@@H]32)O1,,,,,,ZINCpm00001BNeRA,1
,,CC(C)(C)CN=c1[nH]c(N2CC[C@@H](c3cnccn3)C2)nc(=N)[nH]1,,,,,,ZINCom00000t7H2y,1
,,C[C@@H]1CN(c2ccccc2)CCN1CC(=O)NC1CC(F)(F)C1,,,,,,ZINCnr00000otW7m,1
,,C=C1CC[C@H](CN(CCC(C)(C)OC)C(=O)CN2C[C@H]3C[C@H]3C2)C1,,,,,,ZINCoz00000t65k8,1
,,CC[C@H](C)C(=O)NCC(=O)O[C@H](C)COc1cccc(F)c1,,,,,,ZINCms000000Azc0,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1C(=O)N[C@@](C)(C(N)=O)C(F)F,,,,,,ZINCpl00001BNeRd,1
,,C=C=CCCN=c1[nH]c(N2CCC[C@H](C(N)=O)C2)nc2c1CCC2,,,,,,ZINCoo00000t7H2t,1
,,CC(C)C[C@@H](C)Nc1cc(N2CCn3c(nnc3C3CC3)C2)ncn1,,,,,,ZINCpy00000xEMWT,1
,,CCOC(=O)[C@H](C[C@@H](C)CC)NC(=O)CCCNC(N)=O,,,,,,ZINClf000007ehx4,1
,,CCC#CCN=c1[nH]c(N2CC[C@]3(CC[C@@H](OC)C3)C2)nc(=N)[nH]1,,,,,,ZINCom00000t7H2o,1
,,CCOC(=O)[C@H](F)[C@H]1CCN(C[C@H](O)CN(C)C(C)C)C1,,,,,,ZINClf000007ehHL,1
,,C[C@@H]1CN(C2CC2)CCN1Cc1ccnc(-c2ccnnc2)c1,,,,,,ZINCns00000otW7h,1
,,C=C[C@@](C)(O)C(=O)N1CC2CC(C(=O)NCCN3CCCCC3)(C2)C1,,,,,,ZINCpd000015Klag,1
,,CN(CCC(=O)NC1([C@H](O)CO)CC1)C(=O)CO[C@H]1CCCOC1,,,,,,ZINCo500000HLYI2,1
,,CC=C[C@H](O)C(=O)NCC(C)(C)C(=O)N1CCCCC[C@@H]1C,,,,,,ZINCmo00000wZXmW,1
,,CC(C)(CO)C(=O)N1CC2(C[C@H](C(=O)NCCc3nccs3)CO2)C1,,,,,,ZINCpa000015Klat,1
,,C/C=C/C=C/C(=O)N(C)CC1CN(C(=O)c2nn(C)c(C)c2Br)C1,,,,,,ZINCor00000ib7xz,1
,,CC(C)(C)OC(=O)N1CC2(CC(=O)CN2CC(=O)CCS(C)(=O)=O)C1,,,,,,ZINCp8000015KlaM,1
,,C[C@H]1CN(Cc2cc(-c3cc4ccccc4n3C)n[nH]2)CCO1,,,,,,ZINCnx00000otW7u,1
,,C[C@@H](CC(=O)NC[C@H](O)C(=O)N=c1ccn(C(C)(C)C)[nH]1)C(F)F,,,,,,ZINCoj00000sIKbR,1
,,C[C@@H](CC(=O)NC[C@H](O)C(=O)Nc1cccc(N(C)C)c1)C(F)F,,,,,,ZINCok00000sIKbO,1
,,C[C@H](CC(=O)NC[C@H](O)C(=O)NCc1cccc(F)n1)C(C)(C)C,,,,,,ZINCoj00000sIKbW,1
,,C[C@H](CC(=O)NC[C@H](O)C(=O)NCc1ccccc1)c1ccco1,,,,,,ZINCol00000sIKbV,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1C(=O)N1C[C@@]2(F)CC[C@@]1(CO)C2,,,,,,ZINCpp00001BNeRm,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](C(=O)N2CC[C@]3(CC[C@H]3O)C2)O1,,,,,,ZINCpj00001BNeRy,1
,,CCOC(=O)[C@H](CC(F)(F)F)NC(=O)[C@@H]1C[C@@H]1[C@@H]1C[C@@H]1N,,,,,,ZINClf000007ehga,1
,,C[C@H]1CN(c2ccc(NC(=O)N=c3nc[nH][nH]3)cc2)C[C@@H](C)O1,,,,,,ZINCnq00000otW7o,1
,,CCC[C@H](O)C(=O)NCCCCC(=O)N1CCC2(CCC2)C1,,,,,,ZINCmo00000wZXmL,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1NC(=O)C(=O)N1C[C@H]2CC[C@@H]1C2,,,,,,ZINCpj00001BNeRq,1
,,C[C@H](CC(=O)NC[C@@H](O)C(=O)NCC[C@]1(C)CCOC1)C(C)(C)C,,,,,,ZINCok00000sIKc1,1
,,CC[C@](C)(CN=c1[nH]c(C)cc(=N[C@H](C)c2nc(=N)[nH][nH]2)[nH]1)OC,,,,,,ZINCoo00000t7H2g,1
,,CC(C)(C)OC(=O)N1CC2(CC(=O)N[C@H]2C(=O)N2C[C@H](O)C2(C)C)C1,,,,,,ZINCp6000015KlaN,1
,,C[C@@H](CCCNC(=O)[C@](C)(O)CC(F)F)NC(=O)c1ccc(F)cc1,,,,,,ZINCps00000iFAHM,1
,,C=C1CC[C@@H](CN(CCC(C)(C)OC)C(=O)c2coc(CO)c2)C1,,,,,,ZINCoD00000t65k1,1
,,CC(C)(C)OC(=O)N1CC2(C[C@@H](CN3CCSC[C@@H]3C(N)=O)CO2)C1,,,,,,ZINCpf000015Klam,1
,,FC(F)(F)COc1ccc(-n2cc(CC3CCC3)nn2)cn1,,,,,,ZINCmz00000dzb9C,1
,,CC(C)(C)OC(=O)N1CC2(COC2)C[C@H]1C(=O)N[C@H]1CC[C@H]1C(=O)O,,,,,,ZINCpf000015KlaZ,1
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)NC[C@@H](COC)OC)cc1F,,,,,,ZINCpv00000xEMWJ,1
,,C[C@H]1CN(C(=O)c2ccccc2)[C@@H]1C(=O)N1CCC2(CCCO2)CC1,,,,,,ZINCpt00000tAh28,1
,,C=C[C@@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)Nc1ccccc1O)C2,,,,,,ZINCpc000015Klb6,1
,,CC[C@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)N[C@H](C)C1CCCC1)C2,,,,,,ZINCph000015Klbd,1
,,C[C@@H]1CN(C(=O)C2=CC(C)(C)C2)CCN(S(=O)(=O)CC(C)(C)CF)C1,,,,,,ZINCpu00000tAh26,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1NC(=O)NC[C@@H](C1CC1)N(C)C,,,,,,ZINCpo00001BNeRs,1
,,CC1(C)C[C@H](CN(CC(C)(C)C(F)F)C(=O)C2=COCCO2)CO1,,,,,,ZINCoy00000t65jU,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)N[C@@]1(C)CCS(=O)(=O)C1,,,,,,ZINCpi00001BNeRB,1
,,C=CCCCCCN(C)C[C@@H]1CCCN1C(=O)[C@H](CC(C)C)OC,,,,,,ZINCoH000002fLKi,1
,,CCOC(=O)[C@H](COC)N(C(=O)C1(CC)COC1)C1CC1,,,,,,ZINClf000007ehsu,1
,,C#CCCCC(=O)NCC[C@H]1CCCN(S(=O)(=O)CCCCCl)C1,,,,,,ZINCot00000ib7xK,1
,,CC[C@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)NC[C@@H](O)C(C)(C)O)C2,,,,,,ZINCp4000015Klbc,1
,,CC[C@](C)(O)C(=O)N1CC2(C[C@@H](C(=O)N[C@@H](C)c3cnc[nH]3)CO2)C1,,,,,,ZINCp9000015Klaz,1
,,CN(CCC(=O)NC1([C@@H](O)CO)CC1)C(=O)CC[C@H]1CCCCO1,,,,,,ZINCo700000HLYHX,1
,,COC(=O)[C@@]12CC[C@@](C(=O)N[C@H]3CCC[C@@H](C(=O)O)C3)(CO1)C2,,,,,,ZINCne00001A3JgO,1
,,CO[C@@H](C(=O)N(Cc1ccccn1)C[C@H](C)N=[N+]=[N-])C1CCC1,,,,,,ZINCnz00000sYn7H,1
,,COC(=O)[C@@]12CC[C@@](C(=O)NCc3nc(CSC)no3)(CN1)C2,,,,,,ZINCn800001A3Jgy,1
,,CC#CC[C@H](C)Nc1cc(=NC2CC3(CCOC3)C2)[nH]c(COC)n1,,,,,,ZINCpy00000xEMWY,1
,,CO[C@@H](C(=O)N(Cc1ccc(C)nc1C)CC1(C)CC1)C1CC1,,,,,,ZINCnC00000sYn7M,1
,,CC[C@H](C)CCC(=O)N1CC[C@](CF)(C(=O)NCc2cnc(C)s2)C1,,,,,,ZINCpA00000xA6fD,1
,,COC(=O)[C@@]12CC[C@@](C(=O)NCC[C@@H]3CCCN(C)C3)(CN1)C2,,,,,,ZINCnb00001A3JgG,1
,,COC(=O)C12CCC(C(=O)NC[C@@H]3CCNC[C@H]3C)(CC1)NC2,,,,,,ZINCna00001A3JgK,1
,,C#CCCCC(=O)N(C)CC1CN(S(=O)(=O)c2ccccc2Cl)C1,,,,,,ZINCos00000ib7xG,1
,,CC[C@H](CCCC(=O)N1CCC(CF)CC1)NC(=O)[C@]1(C)CC1(F)F,,,,,,ZINCpD00000xA6fm,1
,,C=CCC[C@@H](C)Nc1ccc(S(=O)(=O)NCC[C@H]2CCCN2C)cn1,,,,,,ZINCpw00000xEMWD,1
,,C[C@H]1CN(S(C)(=O)=O)C[C@]1(C)CNC(=O)c1cc(CC#N)ccc1F,,,,,,ZINCpl00001BNeRJ,1
,,CO[C@H](C(=O)N(Cc1ccc(Cl)s1)C[C@@H]1CCCOC1)C1CC1,,,,,,ZINCnF00000sYn7w,1
,,CC#CC[C@H](C)Nc1ccc(S(=O)(=O)N[C@H]2CCC[C@@H]2OC)cc1F,,,,,,ZINCpy00000xEMWM,1
,,CCOC(=O)[C@H]1CCCN(S(=O)(=O)[C@H]2C[C@H]3CC[C@H]2O3)C1,,,,,,ZINClf000007ei1b,1
,,COC(=O)[C@]12CC[C@](C(=O)N[C@@H]3CC[C@H]4CCCN4C3=O)(C1)C2,,,,,,ZINCnf00001A3JgP,1
,,CO[C@H](C(=O)N(Cc1ccccn1)C[C@@H]1C=CCC1)C1CCC1,,,,,,ZINCnB00000sYn7G,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)C[C@@H](C)N1C(=O)N[C@@H](C(N)=O)C1CC1,,,,,,ZINCpi00001BNeRw,1
,,CC[C@H](C(N)=O)N1CCCc2c(NC(=O)C(C)C)cccc21,,,,,,ZINCms000000Az4n,1
,,C[C@H]1CN(C(=O)N[C@H]2C[C@@H](CNC(=O)OC(C)(C)C)C2)C[C@H]1N(C)C,,,,,,ZINCpo00001BNeR3,1
,,C[C@@H](CC(=O)NC[C@H](O)C(=O)Nc1cc(O)ccc1F)C(F)(F)F,,,,,,ZINCol00000sIKbS,1
,,CC=CCNC(=O)CCC[C@@H](C)NC(=O)[C@@]1(C)CCCS1,,,,,,ZINClw00000jsONd,1
,,CCC#CCN=c1[nH]c(N2CC[C@](CO)(CCC)C2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2w,1
,,CO[C@H](C(=O)N(Cc1ccccn1)CC(C)(C)C(C)C)C1CC1,,,,,,ZINCnF00000sYn7E,1
,,FC(F)(F)COc1ccc(-n2cc(CC3CC3)nn2)cc1Cl,,,,,,ZINCmI00000dzb9B,1
,,CC[C@H](C)C(=O)NCC(=O)OCc1cc2c(cc1Cl)OCO2,,,,,,ZINCms000000AzbT,1
,,C=C[C@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)N(C)CCCCOC)C2,,,,,,ZINCp7000015Klb9,1
,,C=CCCCCCN(C)C[C@@H]1CCCN(C(=O)[C@@H](CC)OCC)C1,,,,,,ZINCoH000002fLJY,1
,,C#CC[C@H](O)C(=O)N(C)CCCC(=O)N1CCC[C@@](C)(F)C1,,,,,,ZINCmf00000wZXmY,1
,,CC[C@](C)(O)C(=O)N1CC2(CCN(C(=O)CCCc3cc[nH]n3)C2)C1,,,,,,ZINCpf000015KlaH,1
,,COC(=O)C12CCC(C(=O)NC[C@@]3(CF)CC3(C)C)(CC1)CO2,,,,,,ZINCnp00001A3Jgx,1
,,C[C@H]1CN(C(=O)N[C@@H]2C[C@H](CO)N(C(=O)OC(C)(C)C)C2)C[C@H](C)S1,,,,,,ZINCpo00001BNeR4,1
,,C[C@H]1CN(C(=O)NCCN2CCCC(C)(C)C2)C[C@H]1N1CCOCC1,,,,,,ZINCpk00001BNeQY,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)[C@H]1C(=O)N[C@@H](C[C@H]1CCCO1)C(=O)O,,,,,,ZINCpj00001BNeRE,1
,,CC(C)C(=O)C(=O)N1CC2CC(C(=O)NC[C@H](CO)CC3CC3)(C2)C1,,,,,,ZINCpf000015Klae,1
,,C[C@@H]1CN(Cc2c(-c3cccc4[nH]ccc34)cnn2C)CCO1,,,,,,ZINCnx00000otW7s,1
,,C=CCCCC(=O)N(C)C[C@H]1CCCN(c2cc(C#N)ncn2)C1,,,,,,ZINCot00000ib7xI,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@H]1CCC(=O)N[C@H](C)C(=O)N(C)C,,,,,,ZINCpo00001BNeRi,1
,,CC(C)CNC(=O)CCC[C@@H](C)NC(=O)c1ccc(Cl)o1,,,,,,ZINClz00000jsONb,1
,,C=C(C)CNC(=O)C(C)(C)[C@@H](C)NC(=O)c1ccc(Cl)o1,,,,,,ZINClx00000jsONa,1
,,CC(C)(C)OC(=O)N1CC2(CC(=O)N[C@H]2C(=O)NOCCCCF)C1,,,,,,ZINCpf000015KlaO,1
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)NCC[C@@H](O)COC)c(Br)c1,,,,,,ZINCpy00000xEMWF,1
,,CN(CCC(=O)NC1([C@@H](O)CO)CC1)C(=O)[C@@H]1CCCC(=O)N1C,,,,,,ZINCo400000HLYI0,1
,,CC=C[C@@H](O)C(=O)N(CCC)CC(=O)N1CC[C@]1(C)COC,,,,,,ZINCmd00000wZXmK,1
,,CC[C@H](C)C(=O)NCC(=O)NC(C)(C)c1cccc(OC)c1,,,,,,ZINCms000000Azac,1
,,C=C[C@@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)N[C@@H](CCC)C1CC1)C2,,,,,,ZINCpf000015Klbe,1
,,CC1(C)C[C@@H](CN(CC(C)(C)[C@H]2CCCO2)C(=O)[C@H]2C[C@H]2F)CO1,,,,,,ZINCoB00000t65jW,1
,,COC(=O)C12CCC(C(=O)N(CC3CC3)[C@H]3CCNC3)(CC1)O2,,,,,,ZINCne00001A3Jgr,1
,,C=C[C@](C)(O)C(=O)N1CC2(C[C@H](C(=O)N(C)C[C@H]3CC3(F)F)CO2)C1,,,,,,ZINCpc000015Klav,1
,,C=CCCCC(=O)NCCc1cnc(NC(=O)CC(=O)OCC)s1,,,,,,ZINCoq00000ib7xu,1
,,CC(C)(CO)C(=O)N1CC2(CO)CC1(C(=O)N1CCS[C@@H]3CC[C@@H]31)C2,,,,,,ZINCpa000015Klb5,1
,,C=C[C@@H](CC)CC(=O)N1CC[C@@](CF)(C(=O)NC2(CF)CCCC2)C1,,,,,,ZINCpB00000xA6fA,1
,,CN(CCC(=O)NC1([C@@H]2CCCOC2)CC1)C(=O)CSCC(N)=O,,,,,,ZINCo700000HLYHT,1
,,CC=CCNC(=O)CCC[C@@H](C)NC(=O)c1cc[nH]c1C,,,,,,ZINClt00000jsONg,1
,,CC(C)C[C@H](C)Nc1cc(N2CCN(C)[C@H](c3ncc[nH]3)C2)ncn1,,,,,,ZINCpv00000xEMWU,1
,,CC1(C)C[C@H](CN(CCCCCF)C(=O)[C@H](O)c2ccco2)CO1,,,,,,ZINCoA00000t65jT,1
,,C[C@@H](CC(=O)NC[C@H](O)C(=O)N(C)Cc1ccccc1F)C(F)F,,,,,,ZINCol00000sIKc0,1
,,C[C@H]1CN(C(=O)N[C@H]2CCCN(S(=O)(=O)C3CC3)C2)C[C@H]1P(C)(C)=O,,,,,,ZINCpl00001BNeR0,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)N(C)[C@H](CCO)C(F)F,,,,,,ZINCpp00001BNeRC,1
,,C[C@H]1CN(C2CC2)CCN1c1cc(C(=O)O)c2ccccc2n1,,,,,,ZINCnw00000otW7d,1
,,C=C[C@](C)(O)C(=O)N1CC2(CCN(C(=O)[C@@H](CN(C)C)C(C)C)C2)C1,,,,,,ZINCpe000015KlaK,1
,,COC(=O)[C@@]12CC[C@@](C(=O)NCCCCC3(N)CCC3)(CN1)C2,,,,,,ZINCne00001A3JgD,1
,,C[C@@H]1CN(C(=O)N[C@H]2CCN(CC3CCOCC3)C2)CC[C@H]1CCO,,,,,,ZINCpl00001BNeR5,1
,,C[C@H]1CN(C(=O)OC(C)(C)C)CCCN1C(=O)[C@@]12CC[C@@H](COC1)O2,,,,,,ZINCpn00001BNeRf,1
,,CC#CC[C@@H](C)Nc1ccc(S(=O)(=O)N[C@H](C)CCCCO)cc1F,,,,,,ZINCpy00000xEMWO,1
,,C=C[C@](C)(O)C(=O)N1CC2(CO)CC1(C(=O)NCC(F)(F)COC)C2,,,,,,ZINCp5000015Klba,1
,,C[C@H](CC(=O)NC[C@@H](O)C(=O)NCC1(N(C)C)CC1)CC(C)(C)C,,,,,,ZINCoh00000sIKbY,1
,,CC[C@@H](CCCC(=O)N1CC[C@](C)(F)C1)NC(=O)CCn1cccc1,,,,,,ZINCpz00000xA6fi,1
,,CSCC[C@H](C)NC(=O)[C@@H]1C[C@H](F)CN1C(=O)[C@H](C)CCCC(C)C,,,,,,ZINCpG00000sZ5As,1
,,CN1C[C@@H](C(=O)O)N(S(=O)(=O)c2cc(F)ccc2C(F)F)CC1=O,,,,,,ZINCoc00000HbAat,1
,,CC[C@H](C)CCNC(=O)C(=O)N[C@@H]1CCO[C@@H](C(C)(C)C)C1,,,,,,ZINCms000000Azhy,1
,,COC(=O)C12CCC(C(=O)N(C)C[C@H]3CCC[C@H]3O)(CC1)NC2,,,,,,ZINCnc00001A3JgE,1
,,COC(=O)[C@@]12CC[C@@](C(=O)N[C@@H]3CCN(C)C4(CC4)C3)(C1)NC2,,,,,,ZINCna00001A3JgR,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1C(=O)CC[C@@H]1CCS1(=O)=O,,,,,,ZINCpo00001BNeRF,1
,,C[C@H](CCCNC(=O)[C@@](C)(O)CC(F)(F)F)NC(=O)c1cc(Cl)no1,,,,,,ZINCpq00000iFAHL,1
,,CN1C[C@H](C(=O)NNC(=O)CSc2ncnc3ccsc23)CC1=O,,,,,,ZINCoa00000HbAao,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H](C)CN1C(=O)NC[C@@H]1CCC(=O)N1,,,,,,ZINCpj00001BNeRG,1
,,CC[C@@H](CCCC(=O)N1CCC=C(F)C1)NC(=O)[C@@H](CC1CC1)OC,,,,,,ZINCpz00000xA6fk,1
,,CC(C)(C)OC(=O)N1CC2(CC(=O)O[C@H]2COC(=O)[C@@H]2CCOC2)C1,,,,,,ZINCph000015KlaQ,1
,,CC[C@H](C)C=CC(=O)N1CCC[C@](F)(C(=O)N2CC(SC(F)F)C2)C1,,,,,,ZINCpA00000xA6fy,1
,,CC[C@@](C)(O)C(=O)N1CC2(C[C@@H](C(=O)NC3(C(F)(F)F)CC3)CO2)C1,,,,,,ZINCpf000015Klas,1
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)NC[C@@H](C)N(C)C)cc1C#N,,,,,,ZINCpv00000xEMWH,1
,,CN(CCC(=O)NC1[C@@H](O)C[C@@H]1O)C(=O)c1n[nH]c2ccccc12,,,,,,ZINCo500000HLYHU,1
,,C[C@H](NC(=O)C12CC(C[C@H]1N)C2)C12CCC(CC1)C2,,,,,,ZINCjr00000eTefG,1
,,CN1C[C@H](N(C)C(=O)c2ccccc2N2CCNC2=O)CCC1=O,,,,,,ZINCof00000HbAaE,1
,,C[C@H]1CN(S(C)(=O)=O)C[C@]1(C)CNC(=O)c1cnnc2ccccc12,,,,,,ZINCpi00001BNeRK,1
,,CN(C)CC(=O)NC1(CC(=O)NC[C@](C)(O)CCO)CCCCC1,,,,,,ZINCo600000HLYHH,1
,,C[C@@H]1CN(C(=O)OC(C)(C)C)[C@H]1C(=O)NCC1(O)C[C@@H]2CC[C@H](C1)O2,,,,,,ZINCpk00001BNeRD,1
,,CC=C[C@H](O)C(=O)NCC(C)(C)C(=O)N1CCC(C)=C(C)C1,,,,,,ZINCmm00000wZXmU,1
,,C[C@H]1CN2C[C@H](NCc3nc(-c4ccccc4)cs3)C[C@H]2CO1,,,,,,ZINCnx00000otW7b,1
,,C#CCCNC(=O)CCC[C@@H](C)NC(=O)C1=CCC[C@H]1C,,,,,,ZINClr00000jsON9,1
,,COC(=O)[C@@]12CC[C@@](C(=O)Nc3ccc(N)c(OC)c3)(CN1)C2,,,,,,ZINCnf00001A3Jgj,1
,,CCC#CCN=c1[nH]c(N2CCC(CCCO)CC2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2s,1
,,C=C=CCCN=c1[nH]c(N2CC[C@]3(CC[C@@H](O)C3)C2)nc(=NC)[nH]1,,,,,,ZINCon00000t7H2n,1
,,C[C@H]1CN(C(=O)NC[C@H](Cc2ccccc2)N(C)C)CC2(COC2)O1,,,,,,ZINCpj00001BNeQX,1
,,CC=C[C@H](O)C(=O)NC/C=C/CC(=O)N1CCC[C@@]1(C)CO,,,,,,ZINCm900000wZXmN,1
,,CCCC[C@@H](C)N=c1ccn2ncc(S(=O)(=O)NC(C)(C)CF)c2[nH]1,,,,,,ZINCpx00000xEMWX,1
,,C[C@@H]1CN(C2CC2)CCN1Cc1cccnc1-c1cccn1C,,,,,,ZINCnx00000otW7g,1
,,CC(C)C(=O)C(=O)N1CC2(C[C@H](C(=O)NCCOCCCO)CO2)C1,,,,,,ZINCp5000015Klax,1
,,CN(CCC(=O)NC1CC(=O)NC(=O)C1)C(=O)[C@@H]1C[C@H](F)CN1C,,,,,,ZINCo400000HLYHL,1
,,CCC#CCN=c1[nH]c(N2CC[C@](C)(N(C)C)C2)nc2c1COC2,,,,,,ZINCoo00000t7H2u,1
,,C[C@H](NC(=O)[C@]12CCC[C@H]1NCC2)c1sccc1Cl,,,,,,ZINCjB00000eTefJ,1
,,CC(C)(C)OC(=O)N1CC2(CO)CC1(C(=O)N1CC3(CCC3=O)C1)C2,,,,,,ZINCpf000015Klb0,1
,,C=CCC[C@H](C)Nc1ccc(S(=O)(=O)N[C@H](C)CS(C)(=O)=O)cc1Cl,,,,,,ZINCpy00000xEMWP,1
,,CN1C[C@@H](NC2CCC3(CC2)C(=O)Nc2ccccc23)CS1(=O)=O,,,,,,ZINCog00000HbAav,1
,,C=C1CC[C@@H](CN(CCC(C)(C)OC)C(=O)C2(O)CCSCC2)C1,,,,,,ZINCoC00000t65k3,1
,,C=C1CC[C@H](CN(CCC(C)(C)OC)CC2CCS(=O)(=O)CC2)C1,,,,,,ZINCoC00000t65jZ,1
,,C/C(=C\CO)C(=O)N1CC2(CCN(C(=O)CCn3cccn3)CC2)C1,,,,,,ZINCpc000015KlaJ,1
